x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,label
6,0,75,3004,5049,722,193,0,315,315,0,0,21297,3166,6667,0,0,0,0
0,0,0,3795,5103,17,34,0,83,83,0,0,13717,3200,18748,0,0,0,0
7,0,12,6031,6015,313,60,46,356,356,0,0,22920,3080,9188,45,8,5,0
444,19,152,22722,6112,2509,5797,307,666,666,5.1324,0,32414,3204,12322,399,94,54,0
9,0,6,5372,6298,36,77,4,2201,2201,0,0,53848,2717,5901,825,291,118,0
59,1,22,5305,6354,120,259,7,2609,2609,0,0,57503,3138,10178,1802,438,67,0
3,0,23,4812,6408,76,19,0,2133,2133,0,0,52998,3208,7796,0,0,0,0
3,0,3,4884,6696,11,10,1,3974,3974,0,0,64715,3243,3675,0,0,0,0
9,0,2,5971,7157,30,101,2,320,320,0,0,21658,3247,17880,1,1,1,0
20,0,96,6797,8747,1403,202,1,639,639,0,0,31816,3210,12266,0,0,0,0
13,8,14,9834,9041,119,139,44,884,884,5.5682,0,37419,3214,12302,2391,829,9,0
8,1,11,7292,9380,125,76,2,1237,1237,0,0,43123,2804,12258,1590,657,2,0
13,0,6,8160,9655,19,38,1,2298,2298,0,0,54684,3229,20970,134,104,6,0
5,0,7,9284,11442,117,33,0,833,833,0,0,36408,3112,4645,133,45,32,0
31,0,11,20330,12343,52,152,2,1680,1680,0,0,48666,3201,16690,1478,348,7,0
10,0,77,7984,12763,343,54,0,2195,2195,0,0,53716,3200,11327,0,0,0,0
29,0,76,13163,13228,15241,7732,133,155,155,0.2788,0,16685,3195,3688,0,0,0,0
33,1,11,18378,14162,125,342,6,1054,1054,0,0,40505,2864,8294,29,11,3,0
41,0,148,10174,14561,1030,299,1,1347,1347,0,0,44311,3199,5801,0,0,0,0
5382,84,2082,26305,16189,3406,8619,123,4528,4528,0.7452,0,66704,2986,13538,0,0,0,0
332,7,297,21879,16709,656,686,15,4570,4570,0,0,67100,3128,14726,3696,1246,8,0
159,6,15,14001,17291,28,275,9,3123,3123,0,0,61014,2997,5945,88,31,24,0
2,0,0,15452,17564,65,106,1,413,413,0,0,24557,3200,18753,8385,3179,3,0
81,3,478,19806,19466,2274,362,5,1825,1825,0,0,50441,3200,13006,0,0,0,0
15,2,3,17181,19481,28,47,12,1297,1297,0,0,43813,3197,11816,165,51,39,0
94,18,71,19514,22682,2271,2919,400,784,781,2.9182,-2.7032,35113,3202,7561,725,140,15,0
180,0,155,21013,22813,380,402,0,2570,2570,0,0,57294,3199,13764,0,0,0,0
42,0,32,22982,24394,1675,697,104,399,399,0,0,24173,3197,8401,1091,368,85,0
252,23,138,21238,24744,857,1797,110,1102,1092,1.8904,-0.5394,41155,3212,9278,1772,708,17,0
24,0,10,19939,25950,76,65,3,816,816,0,0,36052,3214,10351,0,0,0,0
69,0,157,26869,26562,870,356,19,1623,1623,0,0,47725,3233,16667,495,173,3,0
60,1,44,27412,27370,1336,1369,75,355,355,0,0,22868,3127,13437,2299,628,35,0
1118,8,210,67176,31475,509,2655,19,6773,6773,0,0,74374,2780,10091,7527,2585,9,0
505,8,190,26956,33918,326,889,15,3227,3227,1.8728,-0.5228,61260,3238,10870,231,15,15,0
10,0,16,37346,49316,74,116,1,1533,1533,0,0,46845,3214,6230,6,3,3,0
1260,6,73,98421,118230,913,6607,57,1077,1077,0.3346,0,40935,3147,8469,1008,191,75,0
1454,43,562,182125,180043,4338,11644,395,939,939,0,0,38445,3207,11589,46,16,14,0
15,4,3,1642,1976,35,164,5,524,524,1.3063,-1.7332,28399,1588,7002,198,85,40,0
606,729,67,2244,2047,888,5594,4575,3177,3096,53.6335,-26.1001,60758,5335,18793,275,120,66,0
89,1,12,1660,2049,19,128,2,1693,1693,0,0,48858,2750,1084,260,8,7,0
0,0,0,1418,2081,43,8,0,263,263,0,0,19901,3200,14970,0,0,0,0
40,8,10,566,2209,80,470,132,831,831,0.9112,-0.6815,36352,3203,18981,25,9,9,0
230,3,127,7236,2391,1698,2923,39,1122,1122,0,0,41649,3132,9644,2030,282,78,0
20,1,7,1996,2511,11,34,1,2432,2432,0,0,56264,3200,16900,0,0,0,0
1371,187,165,5364,2833,8147,32478,1753,615,615,0.0871,0,31062,2582,15106,185,66,23,0
2,0,1,2477,3005,11,24,0,90,90,0,0,14043,3215,17799,0,0,0,0
1043,2,169,2413,3279,255,1382,16,1887,1887,0.3323,0,50944,3500,18364,5999,2111,324,0
95,64,34,2146,3560,990,2102,1239,514,504,7.2041,-3.4154,27678,2157,11022,52,19,17,0
1,0,1,2808,3922,13,12,0,1586,1586,0,0,47306,3200,12985,5,2,2,0
15,0,2,3063,4276,8,24,0,1996,1996,0,0,51891,3212,10795,22,8,4,0
694,52,392,27501,4299,1541,3584,314,1972,1972,0.4882,0,51754,2740,13075,1355,463,201,0
1,0,2,3338,4559,12,8,0,1399,1399,0,0,45129,3205,1199,0,0,0,0
1,0,2,3426,4640,10,9,8,1664,1664,0,0,48412,3148,6897,0,0,0,0
11,0,32,3985,5096,73,28,0,2854,2854,0,0,59393,3200,7144,0,0,0,0
62,5,68,4603,5194,267,305,23,3023,3021,3.654,0,60389,3128,9976,21,7,6,0
6,3,2,7091,6215,17,57,10,138,138,0,0,16329,3210,11915,40,22,3,0
117,65,144,7272,6263,638,741,513,810,810,0,0,35879,3206,7677,32,13,6,0
3,0,1,5341,6406,31,88,0,579,579,0,0,30075,3206,9660,60,10,4,0
45,3,40,12433,8980,367,427,15,810,810,0,0,35864,3132,11176,110,28,19,0
12,1,19,7418,9500,119,42,2,1598,1598,0,0,47437,3238,11931,8,4,4,0
48,2,47,15305,12285,613,494,27,1251,1251,0,0,43245,2764,12331,2801,843,162,0
1,1,8,10321,14450,79,22,2,444,444,0,0,25757,3209,391,3,1,1,0
21,1,9,14387,15793,58,79,4,1984,1984,0.9953,0,51832,3197,5643,927,102,38,0
12,0,64,12108,17094,915,137,0,715,715,0,0,33730,3200,10168,0,0,0,0
28,3,40,36870,41992,71,54,6,3839,3839,1.2143,0,64302,3214,13022,27,7,5,0
225,0,395,40331,49079,1059,478,2,1869,1869,0,0,50790,3186,6119,3,1,1,0
37,1,36,722,1970,58,77,7,3604,3604,0.756,0,63341,4934,9629,182,65,38,0
24,0,10,1559,2109,41,35,0,1239,1239,0,0,43158,3199,3358,0,0,0,0
100,60,7,1370,2230,43004,750,777,850,846,4.7588,-3.7389,36647,2797,15337,357,127,79,0
0,0,0,1513,2270,3,7,0,2403,2403,0,0,56030,3200,3900,0,0,0,0
3,0,0,1813,2441,16,9,0,83,83,0,0,13696,2690,8064,0,0,0,0
3,0,15,2577,2498,21,4,0,5054,5054,0,0,67969,2770,8872,0,0,0,0
157,13,44,1683,2517,187,923,76,1186,1186,0.8544,-0.2336,42554,2416,10603,568,210,137,0
9,0,1,2129,2652,25,47,0,1552,1552,0,0,46986,3203,3122,81,12,11,0
67,88,35,2079,2854,386,1047,503,649,644,8.0669,-1.4967,31969,3539,19689,236,82,57,0
621,105,186,2945,2933,581,3334,926,1033,1029,1.5155,-2.2772,40049,3424,15978,616,222,73,0
10,9,3,633,3323,14,122,18,496,499,0.6827,-1.1027,27487,1571,10061,197,71,52,0
36,2,8,2148,3541,29,188,24,2323,2323,0,0,55023,2811,11648,693,35,13,0
1,0,4,3403,4576,22,4,0,616,616,0,0,31096,3199,11380,0,0,0,0
218,126,30,3178,4675,34022,1262,856,1483,1483,3.4956,-3.05,46122,3612,15859,473,185,107,0
18,0,8,6052,4807,67,151,4,2628,2628,0,0,57555,3236,8174,2811,43,37,0
237,1,124,11929,5458,170,332,1,7184,7184,0,0,75860,3244,11197,4456,1066,38,0
653,72,426,12825,8104,1547,2044,296,2046,2028,24.961,-2.3245,52225,3012,8873,457,144,25,0
6,1,7,6939,8477,150,105,9,456,456,0,-0.535,26230,3208,14241,0,0,0,0
21,0,6,11639,15557,79,53,3,1492,1492,0,0,46274,3239,13584,19,7,5,0
123,5,69,29306,26240,104,203,7,7444,7444,0,0,76267,2674,13176,6207,2423,3,0
226,55,277,46108,46611,3420,2262,453,798,780,20.2939,-3.4473,35091,3188,9943,63,8,5,0
257,8,42,1057,2103,144,666,74,3461,3461,1.2363,0,62730,2420,10485,3473,1217,269,0
38,2,22,788,2498,1442,4104,58,407,407,0,0,24444,2049,13175,131,47,24,0
906,13,654,9882,2630,2170,3970,116,2474,2474,3.8096,-0.6196,56481,3170,11566,3125,657,148,0
0,0,0,2255,2726,12,6,0,1252,1252,0,0,43285,3200,15531,0,0,0,0
375,19,98,4035,2926,774,2537,124,1156,1156,2.3814,0,42180,2745,13620,2215,610,135,0
22,3,65,2171,2928,83,34,3,5275,5275,0.7211,0,68955,3231,14669,0,0,0,0
1459,119,40,339,3116,179,3410,651,2029,2023,2.7326,-1.277,52137,3320,13033,1925,648,97,0
48,1,8,2489,3173,34,181,6,1891,1891,0,0,50969,3206,15934,2666,889,4,0
11,0,1,10675,3223,10,57,2,459,459,0,0,26299,2782,10989,0,0,0,0
2,0,15,2770,3473,606,68,2,196,196,0,0,17679,3240,11226,11,4,4,0
0,0,0,2587,3654,4,3,0,790,790,0,0,35446,3200,564,0,0,0,0
157,24,168,4755,3977,1468,1860,347,565,564,3.4708,-1.6219,29629,3174,10911,18,7,7,0
235,11,88,3803,4102,862,2075,244,844,844,0.3342,0,36626,2797,12806,508,160,92,0
9,0,60,4383,4133,1858,162,4,254,254,0,0,19534,3200,5298,0,0,0,0
126,1,81,4107,4182,1804,2102,57,682,682,0,0,32770,3230,11993,1848,1189,23,0
553,15,363,5702,4575,1791,2333,222,997,994,2.3191,-0.2708,39345,1394,8638,328,95,29,0
0,0,0,3585,4610,23,33,0,507,507,0,0,27734,3230,12313,3,1,1,0
83,4,132,4507,4662,405,357,18,1969,1969,0.4573,0,51754,2968,5311,438,144,2,0
474,15,351,29325,4737,1428,1759,72,3981,3978,1.4953,-1.5381,64745,3045,6891,2283,93,31,0
2097,401,196,6404,4811,2076,24803,5389,1108,1096,21.3854,-11.5348,41186,4371,20137,120,35,30,0
35,3,292,4481,4917,432,156,4,3045,3045,2.829,0,60512,3210,17857,6,2,2,0
325,197,163,6044,4942,455,935,872,1494,1498,11.6266,-11.3243,46376,1885,8664,845,293,109,0
230,139,32,3108,4998,348,1752,1232,1575,1558,12.707,-3.2214,47011,3647,21035,898,328,172,0
1096,159,253,2635,5003,728,3281,573,1433,1430,3.9339,-2.0054,45457,2148,11187,531,124,83,0
7,0,7,4160,5047,15,23,2,3414,3414,0,0,62452,3118,16477,284,29,19,0
0,0,1,3707,5090,15,8,0,1044,1044,0,0,40333,3199,218,0,0,0,0
29290,44,3915,34298,5441,5712,44232,70,7587,7587,0.9239,-1.5394,76353,3210,12654,3457,1252,218,0
9,0,8,5553,5701,22,31,0,2785,2785,0,0,58874,3239,13795,9,4,4,0
2,0,4,4701,6132,27,16,4,801,801,0,0,35659,3200,3079,0,0,0,0
5,0,59,5149,6330,821,86,0,565,565,0,0,29644,3215,14132,0,0,0,0
58,2,134,8923,6373,1730,1645,48,1438,1438,0.7102,0,45595,3197,8854,371,67,13,0
168,29,91,9996,6714,3570,6063,539,390,390,0.6431,-0.483,23829,3176,14207,1691,784,128,0
1,0,2,5469,7154,10,8,1,3229,3229,0,0,61285,3198,11583,0,0,0,0
134,2,52,7218,7295,68,199,3,4458,4458,0.9692,0,66578,3188,8943,2419,527,284,0
101,7,120,6364,7474,302,438,20,2169,2167,2.4614,-1.1563,53423,3198,15221,183,67,19,0
0,0,4,5979,7875,34,7,5,590,590,0,0,30347,3200,648,0,0,0,0
24,1,35,5474,7883,363,73,1,1496,1496,0,0,46323,3196,3953,1,1,1,0
256,2,359,25521,8041,819,650,8,6452,6452,0,0,72581,3008,7847,7228,483,62,0
5,0,1,6415,8111,2,56,0,611,611,0,0,30905,2886,8016,6,2,2,0
103,0,81,6302,8761,1084,673,1,851,851,0,0,36744,2607,6597,0,0,0,0
8,0,7,40510,9001,19014,10111,238,17,17,0,0,9892,3200,3637,2,1,1,0
4,0,6,6848,9641,75,77,0,714,714,0,0,33697,3113,6490,35,9,9,0
1,0,0,7248,9817,12,12,0,1535,1535,0,0,46857,3200,12991,0,0,0,0
295,312,232,11786,9826,618,837,568,3360,3372,68.1048,-54.6988,62256,3220,10555,14,5,5,0
2,0,9,8590,10589,224,36,220,342,342,0,0,22481,3199,146,0,0,0,0
10,0,1,11150,12420,11,20,0,1509,1509,0,0,46521,3199,11912,0,0,0,0
236,5,66,23302,13061,272,486,12,2612,2612,0,0,57506,3232,12141,2067,665,270,0
313,0,46,86939,14461,124,878,22,4667,4667,0.1902,0,67189,3209,16366,430,147,64,0
79,2,28,12044,14783,178,225,19,3363,3363,0,-0.267,62191,3235,2219,222,41,27,0
14,42,111,14335,16119,3075,207,395,497,497,5.3516,-7.6069,27455,3152,11243,2,1,1,0
33,2,10,13029,16610,351,147,5,721,721,0,-0.6467,33899,3225,9446,928,64,35,0
22,0,30,16460,16735,633,352,0,417,417,0,0,24716,2706,9426,0,0,0,0
65,0,116,15478,19744,1169,536,5,786,786,0,0,35336,3242,16650,10,5,2,0
7,0,1,29229,20471,46,164,3,455,455,0,0,26181,2963,8112,41,9,9,0
60,0,18,21649,21086,548,1475,7,418,418,0,0,24877,3218,14298,4560,2395,8,0
624,44,155,20073,21118,2099,7061,392,819,811,6.7264,-0.5939,35929,3127,12725,179,52,42,0
456,23,856,27578,22862,11454,5320,248,628,626,4.4903,-0.6781,31443,3203,14594,0,0,0,0
24,11,44,29988,25870,2069,473,300,365,365,0.5054,0,23086,3201,7867,27,12,6,0
9,0,17,26580,32421,388,151,7,1116,1116,0.1466,0,41532,3106,7579,6,2,2,0
17,0,10,31978,37293,121,163,4,637,637,0,0,31726,3241,11404,400,102,48,0
573,12,700,269374,267836,28912,15975,490,502,500,1.9954,-1.0914,27561,3193,8682,60,5,5,0
7,1,6,2167,1927,11,25,1,2502,2502,0.5802,0,56744,3200,7397,0,0,0,0
2,0,0,1657,1954,121,35,1,317,317,0,0,21364,3202,7239,32,8,7,0
40,2,21,2574,2004,248,317,17,980,980,0,-0.0531,39126,2190,7502,1453,389,168,0
541,84,196,4653,2102,1469,3502,810,1814,1802,5.5425,-0.8038,50148,4208,17612,1290,338,135,0
69,5,53,4062,2196,1137,1290,107,611,611,1.3031,0,30912,3209,9864,3309,917,93,0
96,121,17,508,2210,242,1524,1049,602,614,0.2405,-2.697,30994,2282,10390,98,32,21,0
848,21,196,1840,2238,565,2069,61,2688,2690,5.1956,-0.8056,57944,2017,9994,1391,432,153,0
28,19,20,1329,2241,418,399,168,832,829,4.6273,-1.519,36245,2783,15262,926,293,85,0
3,0,3,1777,2249,14,20,0,1833,1833,0,0,50526,3219,19285,16,4,4,0
43,79,8,1944,2326,183,608,820,388,385,13.0112,-1.6788,23762,1481,7630,13,5,5,0
0,0,0,1616,2327,57,9,0,388,388,0,0,23786,2613,7323,0,0,0,0
534,365,12,1039,2516,259,3517,2618,1148,1169,14.4483,-16.7686,42345,3406,13478,212,73,50,0
70,3,44,650,2633,94,164,10,2359,2359,0,0,55456,2740,6593,911,293,48,0
32,14,3,1160,2649,55,1297,2271,194,192,0.683,0,17618,2384,11070,297,102,52,0
256,11,176,3037,2729,2638,3859,132,945,940,2.2986,-0.0574,38490,4145,21435,814,279,117,0
69,47,3,953,2737,68,868,839,1100,1100,0,0,41198,3707,17612,573,136,76,0
4,0,3,1970,2849,3,7,0,1698,1698,0,0,48903,3201,12667,0,0,0,0
308,41,77,4770,2928,680,2076,801,297,298,2.5743,-3.9779,20784,1252,7971,47,20,10,0
5,0,4,2428,3012,8,7,0,3645,3645,0,0,63435,3200,1265,0,0,0,0
4,0,3,3262,3063,55,20,0,608,608,0,0,30885,3200,10366,0,0,0,0
0,0,1,2630,3091,93,85,2,124,124,0,0,16027,3207,7908,0,0,0,0
37,7,17,3892,3093,249,643,210,365,365,1.3274,-0.6144,23084,2859,9464,82,29,13,0
57,46,7,2967,3266,246,1038,868,672,672,4.7993,-2.3521,32558,2330,13555,812,292,146,0
124,212,43,2461,3271,469,2110,1941,694,708,14.3003,-25.8474,33501,2387,10905,58,23,17,0
2,0,11,2646,3724,23,4,0,5292,5292,0,0,69174,3207,3886,9,2,1,0
74,194,45,4004,4202,310,540,664,1992,1942,32.8155,-6.476,51381,2788,15135,1524,529,252,0
172,10,255,5333,5416,563,436,51,2929,2929,0,0,59802,3208,4327,1,1,1,0
14,7,7,53164,7679,86,138,25,799,799,1.5781,0,35624,3196,5088,461,81,14,0
993,62,205,232412,7755,2280,10259,491,927,927,0.9946,0,38224,2894,10878,695,228,26,0
0,0,1,5802,8174,26,9,0,619,619,0,0,31201,3200,4382,0,0,0,0
32,1,31,10762,10569,549,648,34,452,452,0,0,26050,3226,11474,965,304,79,0
78,2,35,11050,11989,107,258,13,3964,3964,0,0,64706,3172,10381,4573,1871,55,0
10733,111,1053,33874,12131,4227,22211,597,1439,1437,4.4459,-3.7562,45593,2784,8154,800,25,9,0
645,30,234,27811,13652,1697,5048,143,1267,1264,4.3238,-1.4446,43419,3200,11679,192,26,20,0
8,0,10,13587,14181,99,125,2,605,605,0,0,30830,3043,13243,3321,1201,16,0
25,1,16,15230,15626,35,73,8,2246,2246,1.1214,0,54106,3148,10661,382,103,51,0
56,47,289,50102,55386,1456,340,176,1124,1122,6.8664,-2.5701,41656,3168,13775,27,10,9,0
0,0,8,1586,2297,40,8,0,1458,1458,0,0,45805,3143,4763,0,0,0,0
185,357,40,2172,2561,224,1648,2913,2367,2367,24.2328,-20.3357,55554,4841,17154,1857,650,46,0
28,0,10,1825,2747,32,103,2,2103,2103,0,0,52734,2787,9554,859,235,121,0
424,17,29,1791,2811,233,2515,87,1039,1047,3.231,-1.8572,40389,2406,10480,1025,351,145,0
1,0,3,2149,3132,16,2,0,1521,1521,0,0,46682,3199,11450,0,0,0,0
756,247,142,4425,3798,476,3795,1307,1804,1799,4.3684,-1.179,50142,3356,12937,372,118,69,0
76,1,37,4703,3930,504,1008,9,732,732,0,0,34113,3041,10866,2476,602,45,0
43,8,10,4592,4521,210,603,180,410,404,2.8258,-0.2935,24368,1894,7903,109,46,38,0
47,2,22,15225,4727,243,674,77,801,801,1.0665,0,35661,3221,12268,1181,269,26,0
17,0,6,7139,8312,50,127,3,1439,1439,0,0,45620,3248,1640,675,14,4,0
131,31,68,17682,16527,109,202,35,9253,9253,1.2088,-3.2354,81649,3147,9579,4848,1603,4,0
1008,14,583,2464632,2904471,2036,4426,57,2914,2914,0,0,59701,3148,6039,6926,109,59,0
18,1,2,913,1896,10,52,8,1215,1215,0,0,42928,2955,6679,615,201,88,0
1875,64,272,2116,1996,1986,10319,395,711,710,0.4361,0,33580,1961,8340,335,125,49,0
23,0,4,432,2006,36,117,3,812,812,0,0,35970,2706,14820,388,146,62,0
1,0,3,1756,2561,167,38,0,552,552,0,0,29354,3060,9058,0,0,0,0
0,0,1,1984,2642,11,1,0,550,550,0,0,29305,3203,15938,0,0,0,0
141,63,16,2441,2704,306,1405,487,2985,2958,11.0208,-2.6925,60007,4499,19567,4493,1158,248,0
0,0,2,2077,2731,142,12,11,226,226,0,0,18835,3200,11778,0,0,0,0
764,362,47,2405,2831,634,7758,3959,1190,1189,18.7418,-14.1525,42620,4258,15119,232,87,44,0
22,2,15,2790,2841,180,229,12,953,953,0,0,38621,3155,11177,1079,235,28,0
55,0,27,1978,2876,42,101,0,2706,2706,0,0,58028,3200,11943,2556,896,7,0
13,0,6,2451,2876,51,142,1,2306,2306,0,0,54881,3243,8173,1320,462,148,0
828,241,160,1819,3572,5788,2956,834,2170,2170,7.9257,-4.6761,53436,3251,16938,478,164,92,0
1,0,1,2949,3794,13,32,0,46,46,0,0,11844,3200,4939,0,0,0,0
3,0,24,3128,3975,135,13,0,1427,1427,0,0,45378,3217,410,0,0,0,0
156,3,51,3678,4072,160,416,10,2738,2738,1.2545,-0.1451,58518,3215,6223,16,4,2,0
158,19,99,7021,4412,471,935,125,1246,1246,1.0432,-0.7741,43190,2855,11067,0,0,0,0
0,0,1,3285,4482,6,9,0,1432,1432,0,0,45484,3199,12660,0,0,0,0
30,1,121,6541,4583,141,39,2,9187,9187,0,0,80846,2916,3448,4764,1165,4,0
18,0,7,4024,4840,80,104,0,670,670,0,0,32468,3211,3198,257,69,4,0
1320,163,502,6983,5376,1909,6511,816,2002,1999,11.1701,-2.9284,51990,3429,14751,1125,401,191,0
6,0,5,4377,5499,14,13,0,4230,4230,0,0,65382,3200,32,0,0,0,0
2479,410,586,7654,6137,3662,14978,1947,1939,1928,15.8504,-7.4682,51278,3555,14356,723,203,103,0
39,1,23,5281,6392,49,68,1,4752,4752,0.8812,0,67234,3032,15021,1444,522,2,0
43,4,146,24519,6858,1939,771,157,440,440,1.2994,0,25697,3166,15530,247,100,8,0
5,7,19,4486,7204,527,106,188,433,433,1.4991,-0.62,25539,2898,7013,0,0,0,0
331,8,245,14846,7505,1528,1885,34,1467,1467,1.39,0,45985,3002,10698,1950,437,21,0
469,161,97,6775,7589,216,1230,465,4583,4582,4.6509,-3.1013,67127,2674,11119,2013,654,81,0
22,2,110,7748,7613,338,88,7,2275,2275,0,-0.7601,54445,3169,6505,676,233,7,0
803,89,531,7084,7725,1887,3040,501,2051,2038,21.0352,-9.0788,52330,3096,15527,1006,325,135,0
616,6,1099,66021,7922,37793,23312,163,430,430,1.2636,0,25469,2980,4587,1170,373,3,0
40,0,13,8593,8608,31,115,0,1910,1910,0,0,51269,3228,13954,26,9,9,0
41,0,92,6975,8998,369,120,0,1948,1948,0,0,51490,3234,11163,0,0,0,0
10,1,4,7522,9439,63,91,7,1010,1010,0,0,39767,3232,12510,1373,394,37,0
3174,114,354,16456,9877,3668,29039,845,1403,1403,0,0,45166,2720,10764,722,114,57,0
4,0,0,8852,10509,12,28,0,660,660,0,0,32359,3138,13413,0,0,0,0
8,0,9,9664,10900,77,35,0,1806,1806,0,0,50193,3220,4014,19,7,4,0
269,17,203,9632,11876,329,433,25,4618,4614,10.0434,-0.2274,67149,3213,12082,0,0,0,0
5,0,1,9798,12399,46,84,2,513,513,0,0,27960,3227,4200,420,85,6,0
29,0,47,9996,13666,167,223,3,755,755,0,0,34604,3210,7877,0,0,0,0
6,0,21,9554,13804,245,41,2,913,913,0,0,38023,3199,12914,0,0,0,0
912,8,671,26031,14491,2199,3364,29,3059,3059,0,0,60571,3014,12994,7838,2668,219,0
17,2,42,11285,14664,212,58,12,1933,1933,0,0,51329,3217,2610,0,0,0,0
297,11,122,23555,15045,442,742,20,2632,2632,0,-0.2518,57558,3213,7266,950,127,30,0
26,1,21,14129,18288,178,139,8,1344,1344,0.256,0,44289,3098,12906,1413,475,189,0
18,0,41,13983,19494,291,28,0,855,855,0,0,36848,3199,11423,0,0,0,0
24,1,15,16938,20579,108,79,5,2892,2892,0,0,59623,3220,697,0,0,0,0
152,2,146,35067,35802,1158,829,22,1865,1865,0,0,50763,2743,8936,1978,673,72,0
12,2,7,46692,56054,80,113,8,1811,1811,0,0,50226,3143,4563,1918,77,21,0
57,3,66,49862,58237,3760,1051,40,764,764,0,-0.8569,34776,3231,7732,50,14,11,0
75,7,72,213713,59774,4747,4322,53,198,198,0,0,17832,3199,13106,1,1,1,0
45,13,7,1431,1981,38,302,224,1090,1090,0,-0.5128,41126,3137,10551,398,8,7,0
271,86,110,1340,2085,406,1156,461,2677,2674,6.3588,-0.9457,57868,3124,17184,1681,483,218,0
0,0,2,1944,2415,58,12,1,621,621,0,0,31264,3205,13958,0,0,0,0
0,0,10,1790,2433,29,2,0,1995,1995,0,0,51881,2783,1040,0,0,0,0
23,33,12,2642,2745,265,329,503,273,275,3.0455,-3.3007,20195,1317,7229,98,34,8,0
26,1,30,2048,2755,599,428,46,758,758,0,0,34668,3208,7407,31,11,3,0
221,491,33,2078,2853,327,1640,2978,3382,3350,27.9821,-12.9893,61976,5517,23091,1824,683,327,0
59,22,17,2318,3038,56,346,99,1648,1648,0.3803,-1.0523,48029,3792,13453,1327,449,253,0
479,140,76,2595,3073,284,2888,1071,2967,2951,9.2136,-4.4424,59861,4530,22423,2012,722,207,0
11,1,14,3205,3428,81,53,6,859,859,0.6081,0,36959,3210,4503,25,9,6,0
0,0,23,3098,3700,747,19,1,404,404,0,0,24323,3099,12501,26,9,4,0
121,5,79,2974,3771,472,650,19,725,725,0,0,33980,1242,8026,714,252,169,0
489,211,30,1633,3781,140,3083,1167,1522,1505,6.4184,-2.9701,46448,3252,17706,319,110,90,0
736,110,199,3447,3842,6619,16224,975,1062,1061,8.9183,-4.485,40610,3743,14916,322,106,56,0
116,7,110,5165,4346,419,381,57,2192,2192,0,0,53706,3184,9886,856,184,20,0
20,23,11,4780,4713,164,333,370,378,380,5.406,-1.2915,23647,1542,9567,104,37,21,0
69,26,17,3702,4992,436,1964,796,748,752,2.2571,-2.0313,34509,3358,18064,1093,433,196,0
443,21,129,18472,8130,2507,7757,476,633,633,5.8607,-0.3971,31632,3212,14643,1824,658,77,0
6506,156,400,174512,9273,4445,63496,2028,631,631,0.9829,0,31597,2705,12463,49,17,15,0
273,13,54,12778,11247,113,591,27,5403,5403,0.3062,0,69489,3162,5368,7542,1116,126,0
16,0,38,8310,11945,54,17,0,4314,4314,0,0,65996,3219,11848,0,0,0,0
28,0,46,74006,75931,544,478,1,653,653,0,0,32216,3200,2844,8044,621,6,0
15,1,9,1306,1947,58,96,8,1288,1288,0,0,43712,3185,12115,63,10,7,0
188,28,93,4459,1964,522,968,200,1602,1609,4.387,-2.5784,47529,3061,8519,1422,235,46,0
24,17,8,1185,1975,199,274,278,3367,3367,2.9322,-2.7437,62237,5213,15693,1245,65,42,0
535,952,95,3815,1992,318,2997,3858,2420,2383,74.9146,-50.9458,55898,3141,13156,277,94,54,0
622,9,164,1105,2212,200,817,14,5161,5161,0,0,68730,3021,6167,229,66,15,0
0,0,0,1639,2246,1,4,0,579,579,0,0,30062,3201,6854,0,0,0,0
121,13,69,6401,2267,1014,1650,143,836,836,3.4293,0,36502,3130,14639,553,192,18,0
2,1,9,1924,2423,17,7,1,4091,4091,0,0,64997,3215,12010,5,2,2,0
258,260,23,793,2573,111,1241,978,2519,2524,8.8521,-10.6079,56878,3643,19165,365,120,75,0
14,12,10,854,2712,13,20,14,5374,5374,0,0,69429,3214,12899,0,0,0,0
140,9,67,3027,2853,237,664,62,1362,1368,0.4728,-1.5725,44692,2108,12284,2787,1007,59,0
1,0,0,2208,3236,4,5,0,264,264,0,0,19944,2791,790,81,3,2,0
37,18,15,1701,3307,329,709,259,577,568,2.0288,-0.1056,29847,1925,11999,118,45,27,0
432,93,196,2827,3327,1115,3009,612,800,779,11.384,-4.1688,35077,1392,8469,284,100,46,0
110,17,49,3338,3800,425,705,212,546,545,2.9388,-0.4044,29147,1443,7984,317,121,9,0
194,101,21,4051,4945,133,885,371,5163,5139,27.1452,-2.645,68513,5215,17773,5137,1731,114,0
10,0,63,7584,8102,1311,185,0,514,514,0,0,27966,3185,14291,0,0,0,0
587,119,39,846,2141,661,8342,1564,1060,1054,10.07,-7.6623,40506,4715,16968,222,86,30,0
105,22,20,960,2219,199,1283,382,727,727,0,0,34016,2680,14216,961,320,99,0
122,4,3,1070,2277,60,837,172,313,313,0,-0.5911,21204,2282,12196,129,47,29,0
610,39,335,2722,2378,1051,2453,155,4444,4443,5.9948,-0.9244,66563,3189,13773,2516,836,158,0
6,0,1,1822,2405,5,15,0,2260,2260,0,0,54270,3200,404,0,0,0,0
0,0,0,1822,2565,8,23,0,257,257,0,0,19606,3200,8650,4792,1284,1,0
39,0,21,2546,2643,698,965,4,343,343,0,0,22511,3033,7965,3362,14,5,0
