x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,label
0,0,0,459,914,17,2,0,100,100,0,0,14751,3200,3516,0,0,0,0
76,53,18,488,957,67,456,283,811,811,0.7988,-0.2534,35912,1416,8222,282,97,67,0
6,0,24,4891,987,821,234,1,348,348,0,0,22632,3225,12189,67,22,4,0
558,97,162,1684,989,696,3811,900,1930,1947,4.979,-6.3369,51474,3973,19457,1237,437,197,0
1,0,0,949,1472,12,6,0,823,823,0,0,36186,3196,2734,0,0,0,0
1,0,0,360,1570,8,5,0,863,863,0,0,37008,3232,17137,0,0,0,0
114,50,26,1393,1592,278,839,484,964,964,0.6798,0,38840,3217,15736,389,154,70,0
0,0,1,546,1670,27,7,0,419,419,0,0,24903,3200,9678,0,0,0,0
35,0,14,1235,1672,29,63,1,3556,3556,0,0,63077,3222,9936,0,0,0,0
6,0,4,334,767,7,6,0,3675,3675,0,0,63597,3196,9091,0,0,0,0
61,56,34,1732,1011,133,435,242,881,876,8.0694,-2.0833,37286,1528,8850,286,106,68,0
1393,201,47,2285,1105,294,6934,2587,1043,1043,0,0,40315,3786,10749,17,12,5,0
490,328,122,2268,1325,760,2964,1734,1612,1606,16.0925,-12.0351,47506,3323,17351,731,261,106,0
775,1431,39,4759,1424,121,2515,5098,2158,2144,30.5087,-22.7833,53123,3363,9736,315,110,67,0
0,0,2,1022,1509,4,4,0,2683,2683,0,0,57934,3200,2218,0,0,0,0
0,0,0,892,1539,20,20,0,72,72,0,0,13365,3200,11506,1,1,1,0
5,0,1,1044,1597,4,12,0,856,856,0,0,36890,3200,10145,21,11,3,0
227,221,23,984,1621,178,1930,1988,1487,1474,12.8106,-9.7053,46008,4170,18506,214,73,56,0
0,0,11,520,1625,117,9,0,556,556,0,0,29413,3111,8306,0,0,0,0
1,0,2,4237,1634,396,109,2,48,48,0,0,11931,3202,12405,0,0,0,0
73,67,7,490,515,65,896,638,429,417,8.0406,-3.5916,24750,1616,6351,32,13,13,0
0,0,0,424,624,0,4,0,588,588,0,0,30283,3200,183,0,0,0,0
158,352,30,653,638,1645,4810,6364,687,711,9.7646,-15.2452,33586,3636,15057,77,29,20,0
5,0,5,553,680,7,12,0,5041,5041,0,0,67803,3174,15666,0,0,0,0
2600,101,471,738,687,810,5133,459,1510,1510,0.5556,-0.6676,46525,3954,12648,90,29,16,0
24,2,5,1527,733,65,165,20,2246,2246,0,0,54112,3146,9274,1603,133,40,0
125,3,63,5317,801,517,953,24,1024,1024,0,0,39924,3457,16529,4686,1979,2,0
1620,637,500,2143,827,1312,5935,2374,2283,2311,8.9256,-13.5578,54941,3296,19527,473,164,92,0
12,0,2,1877,1092,55,152,3,1609,1609,0,0,47542,3236,13730,4768,1785,22,0
174,78,29,179,1285,97,824,220,1165,1165,1.3231,0,42340,1282,8247,373,133,72,0
48,33,18,554,1288,57,184,117,2349,2352,1.9999,-1.732,55407,2231,13836,1457,480,154,0
3,0,5,974,1411,8,5,0,4526,4526,0,0,66663,3200,10079,0,0,0,0
147,275,68,2055,1417,272,791,1707,1765,1721,34.8867,-17.4436,49229,2620,12012,173,63,35,0
1123,206,359,3804,1488,1612,6118,1587,1761,1758,1.9593,-1.2322,49705,2657,16341,866,261,101,0
0,0,0,206,1505,4,2,0,523,523,0,0,28288,3200,14833,0,0,0,0
383,68,104,5533,1549,582,1202,949,1949,1955,4.3371,-4.6865,51605,3529,18795,2242,777,281,0
1124,816,251,1774,1627,764,4589,3539,3194,3237,54.4267,-58.5688,61285,3839,17695,918,329,163,0
2,0,2,752,1697,5,2,0,3799,3799,0,0,64039,3200,8275,0,0,0,0
1,0,12,1012,1723,28,7,0,838,838,0,0,36531,3200,6550,0,0,0,0
166,26,29,1084,450,269,1309,295,1524,1527,1.567,-1.7296,46782,3958,21114,719,272,108,0
0,0,0,584,499,6,8,0,132,132,0,0,16190,3200,9178,0,0,0,0
90,8,26,405,768,205,1293,104,191,191,0,0,17517,1206,5705,12,5,5,0
142,27,29,1429,929,266,648,170,1214,1214,0.8557,0,42897,1291,8166,1179,433,128,0
22,0,5,1498,1369,17,66,0,4753,4753,0,0,67236,3136,13499,2442,837,50,0
72,37,25,1395,1422,458,529,535,1172,1172,1.6695,0,42363,3512,14808,948,480,31,0
0,0,1,467,1430,9,2,0,454,454,0,0,26092,3204,6964,18,6,1,0
2,0,3,492,1489,7,3,0,1775,1775,0,0,49930,3200,1682,0,0,0,0
9,1,56,1014,1564,221,53,4,729,729,0.7472,0,34062,3209,2807,0,0,0,0
0,0,0,1299,1676,82,8,0,250,250,0,0,19321,3200,11052,0,0,0,0
3,0,1,1025,1694,13,43,2,938,938,0,0,38399,3200,15738,197,13,11,0
101,54,11,1139,516,72,357,342,1278,1278,0,0,43598,3004,14474,210,77,41,0
872,354,135,780,1012,404,3526,1120,1823,1818,6.8709,-5.6662,50373,3196,14556,794,366,96,0
102,82,55,770,1184,152,445,465,2239,2234,14.3624,-4.1771,54000,1910,10079,1157,417,72,0
184,28,48,1863,1449,251,878,131,529,529,0.1159,0,28515,1228,6751,247,81,62,0
200,269,49,567,231,309,1317,1363,1649,1597,39.1764,-21.4706,47433,2415,8911,456,107,54,0
94,3,25,289,450,176,874,11,573,573,0,0,29952,1419,8407,472,164,94,0
436,31,134,18695,495,1031,2588,302,840,841,4.6203,-3.2494,36562,2772,9871,63,25,11,0
0,0,0,542,552,1,3,0,802,802,0,0,35707,3232,7998,0,0,0,0
76,0,15,4104,683,112,455,6,860,860,0,0,36965,1317,7130,1451,197,95,0
32,29,4,286,712,80,340,349,511,510,1.551,-0.656,27875,1823,9507,42,18,4,0
0,0,0,384,712,1,0,0,3806,3806,0,0,64108,3200,19214,0,0,0,0
20,58,26,2064,755,396,251,1127,455,456,3.5836,-3.1508,26190,2070,7643,8,8,1,0
616,300,140,699,1000,422,2053,980,2916,2862,20.11,-5.2813,59395,2526,15035,1583,562,221,0
374,99,686,1344,1003,2314,1155,536,3453,3463,7.5456,-6.5944,62779,3971,25236,4553,1595,560,0
180,48,58,956,1044,239,862,217,1252,1251,3.895,-0.5593,43280,1690,9681,427,134,94,0
7,11,19,1903,1061,267,55,354,704,705,1.1208,-1.172,33373,1448,5781,0,0,0,0
14,19,0,883,1102,28,385,144,236,235,0.7099,-0.4528,18943,1552,7379,963,272,6,0
474,65,83,2518,1127,1364,6103,618,523,523,0,0,28397,2441,10137,99,35,21,0
5940,423,978,4847,1211,2284,15160,1144,1793,1761,15.3237,-7.6372,49757,2389,9180,397,144,108,0
0,0,0,914,1250,5,7,0,91,91,0,0,14071,3200,5160,0,0,0,0
775,159,293,1155,1450,105677,3472,1539,585,586,0.3763,-0.4323,30246,2181,10502,142,46,23,0
640,184,150,2813,1486,1921,6314,2074,964,955,14.1868,-7.8779,38693,3442,13584,373,135,71,0
1720,555,120,3582,1535,1839,14330,4757,1261,1201,45.4418,-18.2047,42726,4702,13087,3,1,1,0
0,0,6,4484,1562,316,10,1,115,115,0,0,15607,2608,14321,0,0,0,0
0,0,0,1290,1701,41,3,0,298,298,0,0,20791,3200,389,0,0,0,0
5,0,4,1472,1806,152,35,4,153,153,0,0,16628,3205,11059,0,0,0,0
6,0,0,58,231,10,71,3,800,800,0,0,35651,1314,5275,487,170,114,0
35,16,5,484,369,57,567,149,564,560,1.5171,-0.39,29590,2181,9792,15,5,5,0
256,110,27,684,384,1501,4269,1200,617,616,1.2301,-0.3739,31116,2773,12605,117,40,28,0
476,136,72,1129,618,314,1806,496,2116,2121,3.1135,-1.7376,52911,2639,12009,826,144,80,0
2430,31,269,41756,849,6733,51992,512,403,403,0,0,24311,2774,10153,76,27,9,0
21,21,9,519,909,49,235,163,604,603,3.2102,-1.5184,30748,1244,8520,331,129,23,0
9,12,0,260,925,37,486,100,250,250,0.4532,-0.6604,19386,1452,7555,60,19,17,0
872,335,217,712,939,787,3104,1487,2110,2112,24.5757,-20.5101,52803,3373,12453,262,88,43,0
9,9,24,1169,954,269,62,120,1265,1265,0,0,43442,2981,9050,306,1,1,0
211,162,13,505,1028,539,3365,1797,1179,1178,4.7157,-3.4365,42435,4149,17344,208,73,34,0
908,182,136,1940,1192,765,5725,1006,2096,2063,12.8611,-1.4065,52548,3739,18021,1475,522,279,0
115,13,11,342,1262,46,771,136,303,290,3.1236,-1.0533,20629,1202,7207,83,29,28,0
0,0,0,484,1370,33,14,2,52,52,0,0,12325,3200,21885,0,0,0,0
207,27,105,1215,1418,451,1091,621,1421,1421,0.2341,-1.2032,45352,3106,15766,401,143,94,0
28,2,49,978,1485,170,56,2,3408,3408,0.9739,-0.5287,62385,3018,12559,18,8,7,0
107,4,45,5878,1491,195,270,21,2300,2300,0,0,54803,3230,14090,302,106,32,0
3,0,0,1505,1510,10,6,0,444,444,0,0,25751,3200,15122,0,0,0,0
30,2,6,1130,1516,113,693,93,854,854,0.5228,0,36848,4310,26264,1941,831,235,0
0,0,0,1086,1580,10,50,1,59,59,0,0,12610,3200,17400,0,0,0,0
153,2,88,2502,1726,2373,3467,143,689,689,0,0,33027,2756,16154,1889,670,145,0
77,1,9,301,0,76,311,30,505,505,0,0,27684,1698,7714,0,0,0,0
53,77,19,1756,430,183,323,455,1441,1416,11.1076,-3.7475,45298,2575,12107,1036,337,134,0
326,38,22,279,656,284,2800,366,514,510,1.2205,-0.977,27885,1645,7438,149,68,25,0
472,135,53,454,660,327,2589,873,1631,1631,9.7373,-7.7213,47853,4337,21790,545,194,109,0
73,34,14,1063,820,58,245,179,1550,1550,0,0,46964,1277,8093,1598,555,166,0
581,185,175,4008,831,1417,3908,2174,1258,1261,8.0452,-10.5921,43366,4519,10841,37,32,4,0
18,0,2,3201,1051,19,110,0,530,530,0,0,28531,3231,12976,0,0,0,0
229,76,26,1039,1059,307,3095,987,941,940,1.2876,-1.5171,38480,3876,17306,765,269,146,0
1639,212,556,2230,1289,2068,7479,933,2038,2022,7.8467,-0.5211,52120,2375,15277,761,267,185,0
63,100,3,1311,1605,52,1110,1449,453,419,11.1112,-3.1867,24905,1666,8927,68,23,17,0
136,1,10,293,282,104,1122,43,439,439,0.16,0,25684,2763,11241,187,62,23,0
162,72,38,2506,897,332,1239,405,767,760,5.5169,-1.0475,34736,1763,10777,678,234,87,0
1,0,6,2596,990,82,35,0,370,370,0,0,23356,3219,3398,0,0,0,0
2537,720,337,1844,1017,945,8282,2854,3099,3132,28.7473,-41.8862,61068,4258,17371,637,223,135,0
20,1,0,296,1083,67,521,36,253,253,0.155,0,19476,1370,8053,108,35,25,0
0,0,1,1071,1174,37,22,0,33,33,0,0,11040,3245,9652,0,0,0,0
355,27,21,1062,1241,232,4118,238,413,413,0.8123,-0.1063,24594,1713,8876,131,45,27,0
2553,508,118,2072,1314,456,12990,3149,1956,1928,32.9071,-21.1095,51284,4700,16375,465,194,63,0
1,0,7,1590,1369,496,320,18,616,616,0,0,31107,3204,8925,414,138,1,0
0,0,0,582,1388,6,12,0,1119,1119,0,0,41604,3200,20294,268,6,2,0
19,0,30,11673,1403,756,189,16,487,487,0,0,27258,2959,12243,0,0,0,0
3,0,0,1902,1493,15,49,4,155,155,0,0,16678,3246,16998,0,0,0,0
235,34,47,1945,1563,631,2507,720,255,254,4.672,-4.9404,19548,1196,6778,12,4,4,0
33,3,9,8489,1569,142,538,51,410,410,0,0,24491,3135,14184,312,126,39,0
72,58,71,2244,1585,240,267,375,1998,1985,6.7944,-0.9599,51846,4462,14547,192,35,16,0
18,1,5,1355,1589,12,29,1,3398,3398,0.7805,0,62375,3200,13650,252,2,2,0
2,0,1,1235,1597,4,4,0,1200,1200,0,0,42703,3199,1152,0,0,0,0
12,3,3,914,665,30,132,86,813,813,0,0,35995,2890,9494,2850,19,12,0
489,49,46,506,712,545,5870,586,855,855,0.2973,0,36865,2382,9310,635,129,89,0
284,1,173,8734,1230,760,1254,5,1722,1722,0,0,49269,2978,7068,2624,213,26,0
187,6,95,5299,1398,1171,2384,69,1676,1676,0,-0.158,48622,4799,17439,4167,1393,336,0
20,17,2,360,125,62,362,185,289,284,2.88,-0.1956,20539,1387,7923,359,127,76,0
20,0,61,1360,421,283,203,3,1203,1203,0,0,42733,3383,8518,587,211,21,0
518,67,69,380,712,117,941,176,1200,1208,2.5343,-6.9972,42798,1305,7607,226,84,63,0
0,4,7,1357,769,239,17,66,626,626,0.5663,-0.4826,31436,3195,13846,0,0,0,0
33,72,22,1065,785,261,386,981,1508,1504,3.3912,-0.4922,46445,5053,14824,8,4,2,0
17,530,0,457,832,8,165,6422,705,746,5.6339,-17.2059,34405,3500,9213,0,0,0,0
402,127,84,1441,968,360,2525,874,1202,1176,15.3179,-4.2742,42413,2964,14651,0,0,0,0
137,76,18,959,1016,131,1559,523,905,882,9.5071,-2.2085,37360,2232,11123,318,112,64,0
185,105,41,2582,1143,209,1272,739,618,618,0.5114,-1.2193,31180,1832,10426,56,20,20,0
14,6,8,879,1291,62,119,33,469,469,0.2241,-0.3722,26785,1272,8573,605,185,64,0
0,0,1,1226,1399,5,3,1,2252,2252,0,0,54196,3200,9910,0,0,0,0
8,0,8,888,1525,29,27,1,6787,6787,0,0,74400,3230,9963,6904,2238,6,0
0,0,3,644,1534,9,7,0,811,811,0,0,35901,3199,11939,0,0,0,0
0,0,9,1112,1536,343,15,0,211,211,0,0,18143,3028,10926,0,0,0,0
548,229,119,1665,1552,954,5896,1150,1044,1009,14.0454,-6.0624,39752,3735,15924,207,72,53,0
102,18,68,972,1556,167,558,158,722,722,1.2108,-0.2072,33929,1651,9306,540,213,80,0
2,0,12,1010,1570,63,9,0,904,904,0,0,37824,3195,8408,98,26,13,0
276,184,25,1180,1696,420,3545,2260,644,648,11.4207,-17.0183,32046,2132,7403,255,99,61,0
42,6,9,8575,136,74,280,9,2192,2192,0,0,53705,3062,8295,2969,541,67,0
845,54,21,465,397,215,3775,1892,849,849,0.6649,-1.2713,36716,3890,12708,30,25,3,0
36,3,10,546,452,250,485,56,404,404,0,0,24342,1220,6234,256,89,57,0
110,122,64,586,470,399,839,459,1891,1881,5.8098,-3.5635,50939,3285,18265,2135,693,195,0
1166,338,302,826,509,860,3519,1294,1458,1384,26.703,-9.3954,44998,1615,8037,122,30,20,0
171,221,135,3249,563,561,552,1604,1019,1005,19.4852,-7.0062,39686,1481,8046,258,82,51,0
292,29,9,779,651,124,1797,391,962,962,1.0936,-0.1286,38823,2974,13081,330,124,69,0
51,7,17,1415,872,181,617,36,1604,1604,0.291,0,47462,3549,7253,2024,90,38,0
4,0,2,995,896,36,76,0,469,469,0,0,26761,3146,17027,7948,3129,2,0
87,17,39,1741,1027,2476,1531,145,545,538,2.8137,-0.7713,28860,1663,9319,303,55,24,0
1,0,0,865,1164,42,23,0,302,302,0,0,20851,3200,12385,0,0,0,0
133,86,70,1961,1172,369,888,296,912,902,10.1576,-5.3776,37799,1766,9341,525,175,93,0
2,0,3,1293,1289,83,129,0,472,472,0,0,26839,3201,5235,644,14,1,0
1,0,0,1476,1330,16,78,2,265,265,0,0,19998,3227,7114,4962,601,221,0
196,219,12,1133,1339,84,1153,1134,1051,995,13.5977,-4.4415,39353,2882,12575,137,47,36,0
0,0,0,1200,1526,4,9,0,210,210,0,0,18111,3186,17790,0,0,0,0
7,0,1,1246,1581,19,100,0,586,586,0,0,30252,3122,6367,554,6,2,0
0,0,2,935,1634,6,4,0,448,448,0,0,25949,3200,1352,0,0,0,0
8,0,5,1157,1813,17,17,0,2894,2894,0,0,59625,3224,5547,0,0,0,0
492,250,464,3218,365,758,900,657,2327,2254,38.885,-12.1852,54261,1258,6820,775,271,23,0
150,69,34293,529,471,34604,1385,919,869,866,2.1281,-1.5166,37082,3309,13791,46,19,16,0
350,36,74,1624,517,271,1405,252,1856,1849,4.1737,-1.6298,50635,2886,17302,258,105,50,0
156,3,14,657,634,47,483,8,1668,1668,0,0,48467,1301,6884,2155,752,339,0
6,0,5,894,662,55,73,4,732,732,0,0,34109,2980,15564,3407,1153,387,0
42,2,45,13126,674,343,289,12,1106,1106,0.4071,-0.3937,41421,3228,14906,1529,432,134,0
76,198,29,1758,797,441,1280,1014,655,643,16.3749,-7.3071,31940,2098,9739,49,16,14,0
55,30,7,538,860,27,199,428,1049,1049,0,0,40431,3018,15301,138,49,25,0
31,6,11,844,1003,53,168,26,575,570,2.4197,0,29917,1394,6247,212,63,23,0
487,120,55,1659,1143,173,1898,565,804,801,1.1157,-2.2536,35683,1396,6999,282,96,69,0
348,105,31,2435,1261,214,3184,879,1093,1071,14.3607,-3.1003,40877,3504,16774,292,104,79,0
12,0,14,683,1265,123,55,0,769,769,0,0,34847,2633,18466,3,1,1,0
142,300,44,1435,1279,535,1789,1347,765,757,12.8617,-7.8175,34633,1358,5248,114,34,7,0
164,20,128,1993,1288,1536,1246,143,625,621,6.3922,-1.6062,31271,3098,12297,3543,1215,5,0
5179,318,399,14731,1379,1748,21907,1327,1536,1536,1.0989,-0.2691,46875,2664,10385,0,0,0,0
1,0,18,543,1558,24,3,0,4276,4276,0,0,65671,3197,10571,0,0,0,0
0,0,1,1118,1572,2,0,0,1724,1724,0,0,49310,3200,4042,0,0,0,0
0,0,1,864,1575,2,0,0,1499,1499,0,0,46411,3200,1602,0,0,0,0
11,0,4,213,252,18,74,0,378,378,0,0,23587,1738,6650,13,7,5,0
20,47,10,179,267,53,197,366,1368,1375,4.5676,-5.6388,44862,2038,13125,297,100,52,0
301,234,29,612,371,162,1813,1193,1905,1892,13.7895,-7.7676,50975,3552,15733,723,269,192,0
7,15,3,340,395,102,149,300,366,366,0.5266,-1.6534,23166,2880,10379,42,21,13,0
213,13,73,429,403,395,918,103,1614,1614,0,0,47618,3019,18377,846,287,152,0
428,35,17,785,464,247,4775,792,674,674,0.7618,-0.2318,32662,3820,16603,86,30,22,0
213,28,38,3047,522,1067,1207,436,552,552,0.1308,0,29364,1240,7157,310,118,25,0
59,55,19,1097,661,295,1282,1420,1238,1230,2.7719,-1.9415,43059,4426,17034,169,54,31,0
1,0,1,648,663,56,6,0,286,286,0,0,20547,3200,12637,0,0,0,0
0,0,1,429,678,3,1,0,1893,1893,0,0,51017,2850,3165,0,0,0,0
918,150,175,2357,690,19545,2384,735,1836,1818,11.4646,-3.4511,50385,2323,13160,197,67,41,0
311,81,38,1491,871,358,1988,567,991,984,8.1285,-2.6563,39204,3206,16590,513,180,102,0
24,2,11,16968,873,87,195,10,1185,1185,0,0,42536,3044,12482,4021,1082,92,0
488,81,59,627,881,187,1296,234,2214,2195,10.8356,-5.1837,53798,1898,8752,804,280,149,0
114,59,57,559,913,165,243,155,2243,2236,8.7682,-3.277,54016,1906,12005,775,270,170,0
15,68,24,4630,1116,209,306,1005,195,197,3.123,-2.6876,17705,1200,6877,0,0,0,0
68,12,23,166,1130,119,650,152,1174,1174,0,0,42386,2754,15867,380,138,92,0
0,0,9,1826,1367,404,13,0,299,299,0,0,20824,2650,12454,6,2,2,0
4,0,2,971,1416,3,6,0,232,232,0,0,18898,3200,6274,0,0,0,0
460,137,41,731,1463,325,3781,1385,835,832,2.5821,-2.3137,36380,3125,13640,419,169,117,0
0,0,0,694,1540,0,3,0,1749,1749,0,0,49610,3199,12811,0,0,0,0
0,0,0,1049,1571,28,6,0,713,713,0,0,33640,3200,4975,0,0,0,0
13,1,1,679,1697,2,26,2,8246,8246,0,0,79014,3242,10133,8640,2629,6,0
2,0,29,1414,1803,294,21,2,373,373,0,0,23396,3143,10921,0,0,0,0
119,82,12,552,530,43177,1075,724,1509,1508,3.2996,-0.9881,46499,3524,18122,725,271,173,0
22,2,22,874,707,220,122,27,907,907,1.1686,0,37836,3206,10449,15,5,4,0
4,0,0,614,890,0,4,0,8196,8196,0,0,78757,3200,578,0,0,0,0
1239,368,146,628,894,895,8798,2880,1046,1039,8.2734,-1.7108,40285,3742,15474,173,67,44,0
622,86,81,924,922,156,1711,569,2198,2198,0,0,53823,3244,3655,1375,261,116,0
0,0,0,780,1178,10,1,0,92,92,0,0,14129,3200,3224,0,0,0,0
140,119,44,819,1308,278,1239,498,1007,1001,2.0433,-2.6237,39479,3077,16475,535,155,93,0
32,1,25,458,1510,56,100,2,868,868,0.8732,0,37113,3187,10831,304,85,67,0
20,32,6,1797,1599,30,124,145,1358,1357,2.9261,-1.1347,44555,2010,11107,259,111,66,0
50,28,0,1370,1725,43,1052,946,142,142,0,0,16495,1282,7719,0,0,0,0
207,42,49,833,174,422,1890,524,887,879,4.5408,-0.502,37354,2887,13433,449,41,34,0
62,217,4,799,287,21,1019,4515,821,797,15.0211,-6.9019,35616,4397,12964,23,7,6,0
144,3,75,1736,306,247,747,11,1580,1580,1.1381,-0.3156,47178,1810,10651,903,312,125,0
102,192,94,3748,444,236,299,535,1381,1381,0.2219,0,44935,1201,6847,605,225,85,0
0,0,0,264,445,9,9,1,422,422,0,0,25020,2119,4694,4077,1,1,0
55,177,14,328,515,25719,249,503,791,791,4.7306,-2.0983,35515,1400,8620,212,82,50,0
20,0,12,299,541,25,67,3,2413,2413,0,0,56092,2985,7633,1277,454,195,0
222,192,19,358,555,163,2293,1296,1354,1347,3.0255,-1.2847,44360,3288,14903,149,14,14,0
260,72,75,561,714,178,904,395,1385,1381,5.9428,-1.1826,44943,1658,8654,599,213,122,0
0,0,0,377,748,6,0,0,149,149,0,0,16579,3200,1630,0,0,0,0
231,35,91,3176,808,831,2177,333,1223,1222,1.7161,-0.1763,42951,3414,18412,2216,737,273,0
70,6,50,1517,973,257,399,35,981,981,0,0,39143,1879,10086,636,212,42,0
180,5,28,837,1000,70,523,10,2544,2544,0,-0.4146,57198,1790,8059,2224,786,104,0
31,19,4,1216,1359,53,257,77,654,654,0.2955,-0.1243,32274,1400,6126,351,131,71,0
0,0,1,934,1532,19,6,0,791,791,0,0,35480,3200,9046,0,0,0,0
0,0,0,323,1643,3,2,0,225,225,0,0,18726,3197,3328,0,0,0,0
4,1,3,711,1654,3,4,1,3850,3850,0,0,64435,3197,485,0,0,0,0
340,225,32,669,310,320,2929,2643,1587,1598,18.0416,-16.5259,47435,4149,16539,345,122,38,0
1,0,2,151,346,13,15,2,1010,1010,0,0,39752,1782,7007,1317,468,179,0
154,42,33,482,420,118,558,160,1017,998,7.1837,-0.5133,39404,1330,6607,655,254,75,0
124,10,77,417,487,466,1832,158,874,874,0,0,37242,3165,16064,1075,344,161,0
46,231,7,743,506,78,399,1349,1239,1224,22.707,-10.8723,43009,2655,14838,159,49,37,0
93,11,2,721,536,25,328,105,1144,1144,0.522,0,42004,4206,20376,363,166,70,0
107,11,9,366,642,43154,1128,186,700,699,1.3838,-0.7316,33245,3348,18965,324,119,66,0
90,40,35,334,662,62,200,96,2115,2115,0,-0.4413,52804,2675,5503,847,307,170,0
17,1,18,474,776,227,206,18,352,351,0.6536,0,22709,1368,1536,0,0,0,0
25,14,5,387,785,39,268,203,1126,1126,0.243,0,41683,2254,12632,1971,760,99,0
13,0,0,601,821,13,43,0,543,543,0,0,29033,3222,1438,3,1,1,0
56,5,12,1154,866,116,340,18,1213,1213,2.816,0,42896,3182,6986,561,213,15,0
1,0,2,317,1031,36,7,0,341,341,0,0,22401,2807,7876,0,0,0,0
141,48,11,461,1059,68,821,184,781,781,0.8922,-0.4484,35105,1251,7902,392,136,78,0
56,9,14,1969,1077,389,1144,503,636,634,0.6695,-0.4891,31655,3912,19787,1090,475,155,0
205,5,72,1431,1165,487,1221,27,2175,2175,0.0614,0,53511,3538,12910,839,213,112,0
184,349,59,2633,1314,169,710,1626,1036,1017,36.4409,-24.1916,39784,1363,7304,149,46,34,0
30,5,1,1820,1364,46,537,78,399,399,0,-0.2456,24160,1990,7905,25,10,10,0
96,5,216,1247,1444,495,322,39,2446,2446,0,-0.2479,56342,2710,7745,1482,223,80,0
5,0,7,872,1560,85,23,0,1130,1130,0,0,41701,3199,431,0,0,0,0
0,0,2,1542,1581,15,2,0,3274,3274,0,0,61448,3196,2712,0,0,0,0
46,76,15,984,1655,129,650,1174,1629,1616,7.2235,-4.8973,47657,4941,25627,622,225,155,0
37,56,22,427,376,291,597,554,671,670,1.2737,-1.5348,32482,3690,10290,73,28,11,0
5,0,2,300,494,2,5,0,3773,3773,0,0,63932,3200,16574,0,0,0,0
196,242,48,640,555,159,803,897,2077,2101,16.1604,-17.2424,52711,3736,17382,1032,351,156,0
235,21,37,1440,557,119,761,105,3094,3094,3.9198,-3.6508,60693,3223,16239,1338,509,196,0
375,157,110,808,707,715,1959,1792,998,1000,1.8158,-2.8105,39451,4118,13683,62,22,20,0
155,155,56,2725,743,306,810,619,4715,4708,8.4039,-0.732,67204,4999,17156,1350,418,78,0
173,14,25,580,812,613,2483,141,691,690,0.3185,-0.1537,33052,2438,14745,752,281,108,0
1,0,11,355,820,28,1,0,2921,2921,0,0,59750,2652,683,0,0,0,0
2,0,5,645,912,37,10,0,648,648,0,0,32056,3200,2746,0,0,0,0
0,0,1,781,1013,15,4,0,870,870,0,0,37202,2840,9848,6,2,2,0
34,6,8,474,1131,54,171,28,1957,1957,0,0,51656,3411,16435,1527,548,150,0
91,7,10,567,1173,108,664,72,548,548,0,0,29274,2805,14978,339,122,56,0
239,108,38,779,1315,204,1543,704,1909,1899,5.4896,-2.5748,51042,3606,17413,1239,432,228,0
805,208,301,2880,1368,1403,4333,1009,2624,2487,44.0965,-5.0779,56657,3519,13344,925,283,147,0
26,28,17,1570,1393,125,245,451,1269,1269,0,0,43506,3302,14669,1108,376,55,0
1,0,17,637,1429,73,6,0,859,859,0,0,36951,3101,7732,0,0,0,0
71,8,54,3319,1451,247,447,29,738,738,2.3003,-1.0813,34221,1281,8451,564,187,25,0
4,0,1,1309,1512,42,44,6,329,329,0,0,21876,3200,19317,0,0,0,0
0,0,1,693,1559,11,7,0,214,214,0,0,18320,3199,21119,0,0,0,0
3,0,5,1695,1565,113,123,7,261,261,0,0,19802,3202,17145,588,234,41,0
0,0,1,540,1643,30,24,0,161,161,0,0,16767,3200,9965,0,0,0,0
4,0,8,946,309,11,6,0,4940,4940,0,0,67429,3200,17855,0,0,0,0
1319,270,608,1269,469,894,3108,970,3741,3719,18.3207,-13.1009,63780,3630,15617,1074,368,169,0
23,3,14,579,478,75,133,14,737,737,0,0,34195,1221,6455,115,39,34,0
3,0,35,4085,498,709,95,10,459,459,0,0,26306,3197,13076,9,3,3,0
666,240,204,2298,622,3099,5120,902,3082,3062,17.4898,-8.3747,60571,3702,17099,2791,978,309,0
725,158,224,2258,670,2187,8684,2745,436,436,0,0,25644,2641,12687,341,123,51,0
110,41,49,537,730,167,661,301,994,993,4.6241,-2.4643,39301,1986,10633,493,171,43,0
1648,804,1816,2219,762,2656,3068,1931,4245,4277,6.7852,-9.8854,65758,3164,16121,1421,455,168,0
141,161,22,565,794,526,2147,1992,1079,1079,0,0,40987,4852,13484,0,0,0,0
169,178,40,1144,881,174,744,772,860,846,21.1712,-4.6673,36657,1344,6871,58,21,15,0
54,6,16,259,890,284,674,65,1737,1737,0.5787,-1.0531,49364,2980,15511,2393,896,268,0
538,93,15,935,929,140,5748,1151,763,761,1.1854,-0.1222,34772,3285,12625,502,197,49,0
347,242,48,1295,1054,166,2468,1252,2824,2808,17.7993,-9.4564,59068,4123,16997,1023,351,192,0
238,42,29,1125,1077,404,2328,564,821,826,4.3925,-2.568,36221,3113,17104,430,160,100,0
245,62,26,566,1080,152,1576,794,1195,1187,2.7003,-0.6701,42581,3025,16558,227,83,49,0
452,651,54,4894,1134,227,2746,4673,1447,1413,25.0836,-11.6443,45254,3722,14606,296,117,99,0
192,29,97,1306,1223,351,708,160,1554,1546,5.9243,-0.3806,46932,1773,9533,554,176,79,0
292,46,202,2693,1489,701,1057,199,1677,1673,5.8781,-3.074,48600,1862,11052,856,295,122,0
